BAP_No,Location,Country,Facility_Type,Species,Expiration,Rating
F10631E,Invermar - S.A Farms -Mechuque,Chile,salmonfarm,Salmon,11/16/2014,
F10606C,Cermaq Chile S.A. - Cluster - Pollollo,Chile,salmonfarm,Salmon,1/8/2015,
F10606D,Cermaq Chile S.A. - Cluster - Llancacheo,Chile,salmonfarm,Salmon,1/8/2015,
F10606E,Cermaq Chile S.A. - Cluster - Aulen,Chile,salmonfarm,Salmon,1/8/2015,
F10606G,Cermaq Chile S.A. - Cluster - Caleta soledad,Chile,salmonfarm,Salmon,1/8/2015,
F10606F,Cermaq Chile S.A. - Cluster - Calen 1,Chile,salmonfarm,Salmon,1/8/2015,
F11138,HARIOM AQUACULTURE PVT. LTD,India,farm,Shrimp,6/20/2015,
F10315D,Productos del Mar Ventisqueros S.A - Matao (10A),Chile,salmonfarm,Salmon,12/6/2014,
F11129H,AMS - Cluster 7 - Bar-Kan Farm,Thailand,farm,Shrimp,3/2/2015,
F11129G,AMS - Cluster 7 - Hi Farm,Thailand,farm,Shrimp,3/2/2015,
F11129B,AMS - Cluster 7 - Wichian Farm,Thailand,farm,Shrimp,3/2/2015,
F11129A,AMS - Cluster 7 - I'm Shrimp Farm 5,Thailand,farm,Shrimp,3/2/2015,
F10818G,Exportadora Los Fiordos Cluster Farms - Isla Fisher,Chile,salmonfarm,Salmon,3/25/2015,
F10818F,Exportadora Los Fiordos Cluster Farms - Luna 1,Chile,salmonfarm,Salmon,3/25/2015,
F10818E,Exportadora Los Fiordos Cluster Farms - Concoto,Chile,salmonfarm,Salmon,3/25/2015,
F10818D,Exportadora Los Fiordos - Cluster - Isla Teresa 2,Chile,salmonfarm,Salmon,12/4/2014,
F11127,Salmones Blumar S.A. - 225 Punta Rouse,Chile,salmonfarm,Salmon,1/23/2015,
F10328V,Salmones Blumar S.A. - 888 Midhurst,Chile,salmonfarm,Salmon,1/23/2015,
F10328U,Salmones Blumar S.A. - 381 Forsyth,Chile,salmonfarm,Salmon,1/23/2015,
F11128,Xuwen County Wailuo Town Baimao Village Chen Changquan Farm,China,farm,Shrimp,1/1/2016,
F11130,Enver Kaba Deniz Baliklari Yeti?ütiriciligi Projesi,Turkey,farm,Seabass,3/14/2015,
F11132,Gokce Off shore Sistemleri Su Urunleri Yetistiriciligi Rev. Projesi,Turkey,farm,"Seabass, Bream",3/14/2015,
F11136,Nanning Binyang Zouxu Weixiangxin Farm,China,farm,Tilapia,1/24/2015,
F11135,"LanWeiQiang Farm Houdui Village Wengtian Town Wenchang City of Hainan Lanzhixing Agricultural Development Co., Ltd.",China,farm,Tilapia,2/15/2015,
F11137,"Fengpoxingfa Fishery Farm Third Base of Hainan Xurisheng Industrial Co., ltd.",China,farm,Tilapia,2/15/2015,
F11133,Marine Gold Products Ltd. - SIA Farm 3,Thailand,farm,Shrimp,3/22/2015,
F11056,Beaver Street - Marine Gold - Thai Shrimp Farm Group 1 - Amphai Farm,Thailand,farm,Shrimp,10/26/2014,
F11143,Vietnam Clean Seafood Corporation-Thuan Phat farm,Viet Nam,farm,Shrimp,5/13/2015,
F11140,Australis Mar S.A. - Melchor 4,Chile,salmonfarm,Salmon,3/7/2015,
F11139,Australis Mar S.A. - Melchor 1,Chile,salmonfarm,Salmon,3/20/2015,
F10804H,Thai Union Group - Cluster 10 - Pannee Farm,Thailand,farm,Shrimp,3/11/2015,
F11144,FEBIN MARINE FOODS FARM (ABIR INFRASTRUCTURE),India,farm,Shrimp,5/3/2015,
F10665I,Salmones Multiexport S.A. - Cluster - Soledad,Chile,salmonfarm,Salmon,3/21/2015,
F11141A,"Sea Wealth Frozen Food Co., Ltd. - Cluster 7 - Sriprai Farm",Thailand,farm,Shrimp,3/20/2015,
F11142,Huazhou Fengcun Reservoir Farm,China,farm,Tilapia,1/24/2015,
F11147E,COASTAL AQUA PRIVATE LIMITED - IOM 1 - SVVSN RAJU & DSN RAJU AQUA FARMS,India,farm,Shrimp,2/12/2015,
F11147A,COASTAL AQUA PRIVATE LIMITED - IOM 1 - V. VASU RAJU AQUA FARMS,India,farm,Shrimp,2/12/2015,
F11147B,COASTAL AQUA PRIVATE LIMITED - IOM 1 - VENKATESWARA AQUA FARMS,India,farm,Shrimp,2/12/2015,
F11147C,COASTAL AQUA PRIVATE LIMITED - IOM 1 - SRINIVASA AQUA FARMS,India,farm,Shrimp,2/12/2015,
F11147D,COASTAL AQUA PRIVATE LIMITED - IOM 1 - VISWANDHA RAJU AQUA FARMS,India,farm,Shrimp,2/12/2015,
F11240,Salmones Aysen SA - Caleta El Milagro,Chile,salmonfarm,Salmon,9/13/2015,
F11145,Salmones de Chile Alimentos S.A. - Centro Tenaun,Chile,salmonfarm,Trout,3/6/2015,
F11215,Salmones De Chile Alimentos S.A. - Centro Jacaf C,Chile,salmonfarm,Trout,4/30/2015,
F11146,BaTri 2,Viet Nam,farm,Shrimp,3/27/2015,
F11209,MILESH MARINE EXPORTS PVT LTD,India,farm,Shrimp,5/30/2015,
F11151,ARYA SEA FOODS PRIVATE LIMITED,India,farm,Shrimp,3/14/2015,
F11156,Indian Brook Trout Farm Inc,United States,farm,Trout,5/6/2015,
F11266,Regal Springs Indonesia - Lake Wadas Lintang Farm,Indonesia,farm,Tilapia,9/20/2015,
F11257,Regal Springs Indonesia - Wunut Pond Farm,Indonesia,farm,Tilapia,9/20/2015,
F10894,Kingfish Zeeland - Site A and B,Netherlands,farm,yellowtail amberjack,5/27/2015,
F10570L,Productos del Mar Ventisqueros S.A. - Linguar,Chile,salmonfarm,Salmon,3/25/2015,
F11157,XiTou YanChang BaZu Farm,China,farm,"Tilapia, Shrimp",2/12/2015,
F11159,"MojiangZhong quan Aquatic Fisheries Co., Ltd.",China,farm,Tilapia,4/27/2015,
F11129I,AMS - Cluster 7 - Pramot Farm,Thailand,farm,Shrimp,3/2/2015,
F11129J,AMS - Cluster 7 - Supakorn Farm,Thailand,farm,Shrimp,3/2/2015,
F11129K,AMS - Cluster 7 - Rassada Farm,Thailand,farm,Shrimp,3/2/2015,
F10584J,Marine Harvest - Chile - cluster- Rada Achao,Chile,salmonfarm,Salmon,5/6/2015,
F10584I,Marine Harvest - Chile - Cluster - Huelmo (2),Chile,salmonfarm,Salmon,5/6/2015,
F10584G,Marine Harvest - Chile - Cluster - Isla Larenas,Chile,salmonfarm,Salmon,5/6/2015,
F10584H,Marine Harvest - Chile - Cluster - Huar Sur,Chile,salmonfarm,Salmon,5/6/2015,
F11222,Salmones Austral - Pichagua,Chile,salmonfarm,Salmon,6/11/2015,
F11213,SRI VENKATESWARA AQUA FARMS,India,farm,Shrimp,5/8/2015,
F11160,Scottish Salmon Company - Group Program - Eughlam,United Kingdom,salmonfarm,Salmon,2/26/2016,
F11161,Scottish Salmon Company - Group Program - Vacasay,United Kingdom,salmonfarm,Salmon,2/26/2016,
F11162,Scottish Salmon Company - Group Program - Taranish,United Kingdom,salmonfarm,Salmon,2/26/2016,
F11164,Scottish Salmon Company - Group Program - Vuia Mor,United Kingdom,salmonfarm,Salmon,2/26/2016,
F11165,Scottish Salmon Company - Group Program - Gousam,United Kingdom,salmonfarm,Salmon,2/26/2016,
F11166,Scottish Salmon Company - Group Program - Vuia Beag,United Kingdom,salmonfarm,Salmon,2/26/2016,
F11167,Scottish Salmon Company - Group Program - Gravir,United Kingdom,salmonfarm,Salmon,2/26/2016,
F11168,Scottish Salmon Company - Group Program - Portree,United Kingdom,salmonfarm,Salmon,2/26/2016,
F11169,Scottish Salmon Company - Group Program - Reibinish,United Kingdom,salmonfarm,Salmon,2/26/2016,
F11170,Scottish Salmon Company - Group Program - Plocrapol,United Kingdom,salmonfarm,Salmon,2/26/2016,
F11171,Scottish Salmon Company - Group Program - Trilleachean Mor,United Kingdom,salmonfarm,Salmon,2/26/2016,
F11172,Scottish Salmon Company - Group Program - Stockinish,United Kingdom,salmonfarm,Salmon,2/26/2016,
F11173,Scottish Salmon Company - Group Program - Scadabay,United Kingdom,salmonfarm,Salmon,2/26/2016,
F11174,Scottish Salmon Company - Group Program - Greanamul,United Kingdom,salmonfarm,Salmon,2/26/2016,
F11175,Scottish Salmon Company - Group Program - Petersport North,United Kingdom,salmonfarm,Salmon,2/26/2016,
F11176,Scottish Salmon Company - Group Program - Petersport South,United Kingdom,salmonfarm,Salmon,2/26/2016,
F11177,Scottish Salmon Company - Group Program - Uiskaveagh North,United Kingdom,salmonfarm,Salmon,2/26/2016,
F11178,Scottish Salmon Company - Group Program - Maragay Mor,United Kingdom,salmonfarm,Salmon,2/26/2016,
F11180,Scottish Salmon Company - Group Program - Grimsay,United Kingdom,salmonfarm,Salmon,2/26/2016,
F11181,Scottish Salmon Company - Group Program - Outer Eport,United Kingdom,salmonfarm,Salmon,2/26/2016,
F11182,Scottish Salmon Company - Group Program - Treanay,United Kingdom,salmonfarm,Salmon,2/26/2016,
F11183,Scottish Salmon Company - Group Program - Mid-Strome,United Kingdom,salmonfarm,Salmon,2/26/2016,
F11184,Scottish Salmon Company - Group Program - Kenmore,United Kingdom,salmonfarm,Salmon,2/26/2016,
F11185,Scottish Salmon Company - Group Program - Aird,United Kingdom,salmonfarm,Salmon,2/26/2016,
F11186,Scottish Salmon Company - Group Program - Sgeir Dughall,United Kingdom,salmonfarm,Salmon,2/26/2016,
F11187,Scottish Salmon Company - Group Program - Lamlash,United Kingdom,salmonfarm,Salmon,2/26/2016,
F11188,Scottish Salmon Company - Group Program - East Tarbert Bay,United Kingdom,salmonfarm,Salmon,2/26/2016,
F11189,Scottish Salmon Company - Group Program - Druimyeon Bay,United Kingdom,salmonfarm,Salmon,2/26/2016,
F11190,Scottish Salmon Company - Group Program - Gometra,United Kingdom,salmonfarm,Salmon,2/26/2016,
F11191,Scottish Salmon Company - Group Program - Tuath,United Kingdom,salmonfarm,Salmon,2/26/2016,
F11192,Scottish Salmon Company - Group Program - Inch Kenneth,United Kingdom,salmonfarm,Salmon,2/26/2016,
F11193,Scottish Salmon Company - Group Program - Geasgill,United Kingdom,salmonfarm,Salmon,2/26/2016,
F11194,Scottish Salmon Company - Group Program - Ardyne,United Kingdom,salmonfarm,Salmon,2/26/2016,
F11195,Scottish Salmon Company - Group Program - Strome,United Kingdom,salmonfarm,Salmon,2/26/2016,
F11196,Scottish Salmon Company - Group Program - Sgian Dubh,United Kingdom,salmonfarm,Salmon,2/26/2016,
F11197,Scottish Salmon Company - Group Program - Rubha Stillaig,United Kingdom,salmonfarm,Salmon,2/26/2016,
F11198,Scottish Salmon Company - Group Program - Glenan Bay,United Kingdom,salmonfarm,Salmon,2/26/2016,
F11199,Scottish Salmon Company - Group Program - Quarry Point,United Kingdom,salmonfarm,Salmon,2/26/2016,
F11200,Scottish Salmon Company - Group Program - Ardcastle,United Kingdom,salmonfarm,Salmon,2/26/2016,
F11201,Scottish Salmon Company - Group Program - Furnace Quarry,United Kingdom,salmonfarm,Salmon,2/26/2016,
F11202,Scottish Salmon Company - Group Program - Meall Mhor,United Kingdom,salmonfarm,Salmon,2/26/2016,
F11203,Scottish Salmon Company - Group Program - Gob A Bharra,United Kingdom,salmonfarm,Salmon,2/26/2016,
F11204,Scottish Salmon Company - Group Program - Tabert South,United Kingdom,salmonfarm,Salmon,2/26/2016,
F11205,Scottish Salmon Company - Group Program - Ardgadden,United Kingdom,salmonfarm,Salmon,2/26/2016,
F11206,Scottish Salmon Company - Group Program - Strondoir Bay,United Kingdom,salmonfarm,Salmon,2/26/2016,
F11163,Scottish Salmon Company - Group Program - Kyles Vuia,United Kingdom,salmonfarm,Salmon,2/26/2016,
F11207,Sungem Aquatic Product Breed-Improvement Farm(F),China,farm,Catfish,5/6/2015,
F11211,Supreme Aquaculture Limited,Bangladesh,farm,Shrimp,10/8/2015,
F11210,Taika Farm,Viet Nam,farm,Shrimp,9/12/2015,
F10273H,"Salmones Camanchaca, S.A. - Cluster - Puelche Farm (2)",Chile,salmonfarm,Salmon,6/3/2015,
F10273P,"Salmones Camanchaca, S.A. - CLuster - Manihueico Farm (2)",Chile,salmonfarm,Salmon,6/3/2015,
F10273R,"Salmones Camanchaca, S.A. - Cluster - Contao Farm (2)",Chile,salmonfarm,Salmon,6/3/2015,
F10631G,Invermar S.A. Farms -Tutil (10A),Chile,salmonfarm,Salmon,4/27/2015,
F10631F,Invermar S.A. Farms - Rilan (10A),Chile,salmonfarm,Salmon,4/27/2015,
F11212,PT. TEGUH NIAGA ABADI,Indonesia,farm,Shrimp,7/9/2015,
F11227A,Veerabhadra Exports - IOM 2 - Ramaraju Farms,India,farm,Shrimp,5/27/2015,
F10350I,Asvini Fisheries Private Limited - Cluster 1 - Abbisetti Nagababu Aqua Farm,India,farm,Shrimp,6/7/2015,
F10350J,Asvini Fisheries Private Limited - Cluster 1 - Kalidindi Siva Ramaraju Aqua Farms,India,farm,Shrimp,6/7/2015,
F10698D,AMS Cluster 2 - We're Shrimp Farm (Kanchanadit),Thailand,farm,Shrimp,6/25/2015,
F10698E,AMS Cluster 2 - We're Shrimp Farm (Chaiya),Thailand,farm,Shrimp,6/25/2015,
F10698F,AMS Cluster 2 - Sinsab Farm,Thailand,farm,Shrimp,6/25/2015,
F11217,"Batangas Aquafarms, Inc. (BAFI)",Philippines,farm,Shrimp,7/22/2015,
F10698G,AMS Cluster 2 - I'm Shrimp Farm 6,Thailand,farm,Shrimp,6/25/2015,
F10718A,Australis Mar S.A -Centro Italia,Chile,salmonfarm,Salmon,6/19/2015,
F11230B,"Sandhya Marines Limited ., Cluster 3 - GK FARMS",India,farm,Shrimp,7/17/2015,
F11230A,Sandhya Marines Limited. Cluster 3 - SAVITRI AQUACULTURE FARMS,India,farm,Shrimp,7/17/2015,
F11228B,Uni??n Pisc?¨cola SAS - Cluster 1 - San Isidro,Colombia,farm,Tilapia,8/14/2015,
F11305,"DATAJ AQUAFARM, INC. Centro East Farm",Philippines,farm,Shrimp,9/27/2015,
F11223,Imam Chanafi - KML,Indonesia,farm,Shrimp,6/23/2015,
F10570M,Productos del Mar Ventisqueros S.A. - Cholgo Sector 1&2,Chile,salmonfarm,Salmon,6/26/2015,
F10570N,Productos del Mar Ventisqueros S.A. - Tubildad,Chile,salmonfarm,,6/26/2015,
F11228A,Uni??n Pisc?¨cola SAS - Cluster 1 - La Esmeralda,Colombia,farm,Tilapia,8/14/2015,
F11224,Mar Andino Peru,Peru,farm,Trout,6/5/2015,
F11232A,S.A. Exports Cluster 2 - Mudhunuri Narshimha Varma,India,farm,Shrimp,7/17/2015,
F11232B,S.A. Exports Cluster 2 - Gadhi Raju Venkata Subba Raju,India,farm,Shrimp,7/17/2015,
F11232C,S.A. Exports Cluster 2 - Kalidhindi Subha Raju,India,farm,Shrimp,7/17/2015,
F11232D,S.A. Exports Cluster 2 - Bhupathi Raju Narayana Raju,India,farm,Shrimp,7/17/2015,
F10781I,Asvini Fisheries Private Ltd. Cluster 2 - Vaishali Aquafarm 2,India,farm,Shrimp,8/16/2015,
F10781J,Asvini Fisheries Private Ltd. Cluster 2 - Seetharaman Aquafarm,India,farm,Shrimp,8/16/2015,
F10781K,Asvini Fisheries Private Ltd. Cluster 2 - Muruganantham Aquafarm,India,farm,Shrimp,8/16/2015,
F11234,Superior Fresh LLC.,United States,farm,"Salmon, Trout",8/7/2015,
F11236A,Devi Cluster 2 - Bala Raju Aqua Farms 1,India,farm,Shrimp,8/7/2015,
F11236B,Devi Cluster 2 - Bala Raju Aqua Farms 2,India,farm,Shrimp,8/7/2015,
F11236C,Devi Fisheries Cluster 2 - Gopl Aqua Farms,India,farm,Shrimp,8/7/2015,
F11236D,Devi Fisheries Cluster 2 - Datla Subba Raju Aqua Farms,India,farm,Shrimp,8/7/2015,
F11236E,Devi Fisheries Cluster 2 - Mudhunuri Prasad Raju 1,India,farm,Shrimp,8/7/2015,
F11236F,Devi Fisheries IOM 2 - Mudhunuri Prasad Raju 2,India,farm,Shrimp,8/7/2015,
F11236G,Devi Fisheries Cluster 2 - Rajashekar Aqua farms (Ratna Aqua Agro farms),India,farm,Shrimp,8/7/2015,
F11236H,Devi Fisheries Cluster 2 - Chinna babu Aqua farms,India,farm,Shrimp,8/7/2015,
F11237A,"Asian Feed Co., Ltd. - Cluster 3 - Sawee Farm 1",Thailand,farm,Shrimp,8/3/2015,
F11237B,"Asian Feed Co., Ltd. - Cluster 3 - Channarong",Thailand,farm,Shrimp,8/3/2015,
F11237C,"Asian Feed Co., Ltd. - Cluster 3 - Wisai",Thailand,farm,Shrimp,8/3/2015,
F10533AQ,Exportadora Los Fiordos - Cluster - Seno Vera,Chile,salmonfarm,Salmon,6/12/2015,
F11244B,Thai Union Group - Cluster 14 - Chanon Farm,Thailand,farm,Shrimp,7/28/2015,
F11244C,Thai Union Group - Cluster 14 - Ubonrat Farm,Thailand,farm,Shrimp,7/28/2015,
F11239,Offshore Shellfish,United Kingdom,molluskfarm,Mussels,8/20/2015,
F11242,Seaprimexco - Tan Hung Tay,Viet Nam,farm,Shrimp,7/25/2015,
F11252,NEKKANTI SEA FOODS KODAMANCHILI FARMS,India,farm,Shrimp,8/5/2015,
F11253,Anil Aqua Farms,India,farm,Shrimp,7/17/2015,
F10533AR,Exportadora Los Fiordos - Cluster - Valverde 5,Chile,salmonfarm,Salmon,8/22/2015,
F10533AS,Exportadora Los Fiordos - Cluster - Izaza,Chile,salmonfarm,Salmon,7/26/2015,
F10533AT,Exportadora Los Fiordos - Cluster - Jesus 2,Chile,salmonfarm,Salmon,7/26/2015,
F11254A,Sai Marine Exports Pvt. Ltd. Cluster 1 - Sai Marine Exports Pvt Ltd,India,farm,Shrimp,7/17/2015,
F11254B,Sai Marine Exports Pvt. Ltd. Cluster 1 - Mopidevi Aqua Farms,India,farm,Shrimp,7/17/2015,
F11254C,Sai Marine Exports Pvt. Ltd. Cluster 1 - Krishna Mohan Aqua Farms,India,farm,Shrimp,7/17/2015,
F11254D,Sai Marine Exports Pvt. Ltd. Cluster 1 - Srinivasa Aqua Farms I,India,farm,Shrimp,7/17/2015,
F11254E,Sai Marine Exports Pvt. Ltd. Cluster 1 - Srinivasa Aqua Farms II,India,farm,Shrimp,7/17/2015,
F11250A,"MANGALA MARINE EXIM INDIA PRIVATE LIMITED, UNIT 2, BHATSONS AQUATIC PRODUCTS Cluster 1 - M/S. Braj Intra Structures (P) Ltd.",India,farm,Shrimp,9/11/2015,
F11250B,"MANGALA MARINE EXIM INDIA PRIVATE LIMITED, UNIT 2, BHATSONS AQUATIC PRODUCTS Cluster 1 - M/S. Vanki Audi Seshaiah",India,farm,Shrimp,9/11/2015,
F11251,Lou Yizhi Farm,China,farm,Tilapia,7/22/2015,
F11255,Sharat Industries Ltd. - Aqua Farm 1,India,farm,Shrimp,8/17/2015,
F11260,IFB Agro Industries Limited - Dakshin Bijaynagar Farms,India,farm,Shrimp,8/14/2015,
F11261,IFB Agro Industries Limited - Fulbari Farms,India,farm,Shrimp,8/14/2015,
F10805I,Salmones Caleta Bay S.A. Cluster - Marimelli 2,Chile,salmonfarm,,9/13/2015,
F10805J,Salmones Caleta Bay S.A. Cluster - Cochamo,Chile,salmonfarm,Trout,9/13/2015,
F10805K,Salmones Caleta Bay S.A. Cluster - Barquillo,Chile,salmonfarm,Trout,9/13/2015,
F11027J,Salmones Austral Farm Cluster - Islote Roberto,Chile,salmonfarm,Salmon,8/3/2015,
F11027K,Salmones Austral Farm Cluster - Rollizo,Chile,salmonfarm,Salmon,8/3/2015,
F11263,SHRIMP AQUA FARM ELITE (SAFE),India,farm,Shrimp,7/26/2015,
F10766A,Australis Mar S.A. - Punta Goddard,Chile,salmonfarm,Trout,8/3/2015,
F11265,Vinh Hoan Corporation - Tan Hoa Farm,Viet Nam,farm,,9/5/2015,
F10740E,Thai Union Group - Cluster 9 - Choksamart Farm,Thailand,farm,Shrimp,9/3/2015,
F11264,"S.S.R.FARMS, VANDARAM, UNDI(M), W.G. Dt, A.P",India,farm,Shrimp,8/17/2015,
F10559B,Ananda Cluster 1 - M/s. Ananda Enterprises (India) Pvt Ltd 2,India,farm,Shrimp,9/11/2015,
F10559C,Ananda Cluster 1 - Kucharlapati Sanyasi Appala Raju,India,farm,Shrimp,9/11/2015,
F10665O,Salmones Multiexport S.A. - Cluster - Isla Cabras,Chile,salmonfarm,Salmon,8/1/2015,
F10665N,Salmones Multiexport S.A. - Cluster - Pilolcura Farm,Chile,salmonfarm,Salmon,8/1/2015,
F10665M,Salmones Multiexport S.A. Salmon Farms- Cluster - King Farm,Chile,salmonfarm,Salmon,8/1/2015,
F10665L,Salmones Multiexport S.A. Salmon Farms- Cluster - Izaza Farm,Chile,salmonfarm,Salmon,8/1/2015,
F10665K,Salmones Multiexport S.A. Salmon Farms- Cluster - Llingua Farm,Chile,salmonfarm,Salmon,8/1/2015,
F10665J,Salmones Multiexport S.A. Salmon Farms- Cluster - Huyar Farm,Chile,salmonfarm,Salmon,8/1/2015,
F10585M,Marine Harvest Chile - Cluster - Benjamin,Chile,salmonfarm,Salmon,9/27/2015,
F10585L,Marine Harvest Chile - Chile - Darwin 2,Chile,salmonfarm,Salmon,9/27/2015,
F11273A,Devi Aquatech Cluster 1 - P.Venkata Krishna Aqua farms,India,farm,Shrimp,9/27/2015,
F11273B,Devi Aquatech Cluster 1 - N.Seetharam Aqua farms,India,farm,Shrimp,9/27/2015,
F11273C,Devi Aquatech Cluster 1 - KSR Anajeyalu Aqua farms,India,farm,Shrimp,9/27/2015,
F11273D,Devi Aquatech Cluster 1 - N.Diwakar Aqua farms,India,farm,Shrimp,9/27/2015,
F11273E,Devi Aquatech Cluster 1 - R.Rambabu Aqua farms,India,farm,Shrimp,9/27/2015,
F11273F,Devi Aquatech Cluster 1 - M.Chandra shekar Rao Aqua farms,India,farm,,9/27/2015,
F11275,M/s. Rajesh Reddy Aqua Farm,India,farm,Shrimp,8/14/2015,
F10727D,AMS - Cluster 3 - Manop Farm,Thailand,farm,Shrimp,9/15/2015,
F10727E,AMS - Cluster 3 - Insee Farm,Thailand,farm,Shrimp,9/15/2015,
F10727F,AMS - Cluster 3 - Likit Farm,Thailand,farm,Shrimp,9/15/2015,
F11278,Sandhya Aqua Exports Pvt. Ltd - Munnamgi Aqua Farm,India,farm,Shrimp,10/7/2015,
F10552G,Granja Marina Tornagaleones S.A. - Caucacura,Chile,salmonfarm,,10/3/2015,
F11279,Beaver Street - Marine Gold - Thai Shrimp Farm Group 2 - Dinkwoonam Farm,Thailand,farm,Shrimp,10/10/2015,
F11281,Beaver Street - Marine Gold - Thai Shrimp Farm Group 2 - Chaisak Farm 1,Thailand,farm,Shrimp,10/10/2015,
F11284,Beaver Street - Marine Gold - Thai Shrimp Farm Group 2 - Sompong Farm,Thailand,farm,Shrimp,10/10/2015,
F11285,Beaver Street - Marine Gold - Thai Shrimp Farm Group 2 - Panuwat Farm 1,Thailand,farm,Shrimp,10/10/2015,
F11286,Beaver Street - Marine Gold - Thai Shrimp Farm Group 2 - Panuwat Farm 3,Thailand,farm,Shrimp,10/10/2015,
F11287,Beaver Street - Marine Gold - Thai Shrimp Farm Group 2 - Thongsuk Farm,Thailand,farm,Shrimp,10/10/2015,
F11288,Beaver Street - Marine Gold - Thai Shrimp Farm Group 2 - Powsouy Farm,Thailand,farm,Shrimp,10/10/2015,
F11289,Beaver Street - Marine Gold - Thai Shrimp Farm Group 2 - Suk Somboon Farm,Thailand,farm,Shrimp,10/10/2015,
F11290,Beaver Street - Marine Gold - Thai Shrimp Farm Group 2 - Pothong Farm,Thailand,farm,Shrimp,10/10/2015,
F11291,Beaver Street - Marine Gold - Thai Shrimp Farm Group 2 - Tha Chana Farm,Thailand,farm,Shrimp,10/10/2015,
F11292,Beaver Street - Marine Gold - Thai Shrimp Farm Group 2 - Kor Khet Farm,Thailand,farm,Shrimp,10/10/2015,
F11293,Beaver Street - Marine Gold - Thai Shrimp Farm Group 2 - Tawee Jarem Farm 1,Thailand,farm,Shrimp,10/10/2015,
F11294,Beaver Street - Marine Gold - Thai Shrimp Farm Group 2 - Yodpinij Farm 2,Thailand,farm,Shrimp,10/10/2015,
F11295,Beaver Street - Marine Gold - Thai Shrimp Farm Group 2 - Yodpinij Farm 3,Thailand,farm,Shrimp,10/10/2015,
F11296,Beaver Street - Marine Gold - Thai Shrimp Farm Group 2 - Yodpinij Farm 4,Thailand,farm,Shrimp,10/10/2015,
F11297,Beaver Street - Marine Gold - Thai Shrimp Farm Group 2 - Nakorn Thai Farm 1,Thailand,farm,Shrimp,10/10/2015,
F11298,Beaver Street - Marine Gold - Thai Shrimp Farm Group 2 - Nakorn Thai Farm 6,Thailand,farm,Shrimp,10/10/2015,
F11299,Beaver Street - Marine Gold - Thai Shrimp Farm Group 2 - Siri Farm,Thailand,farm,Shrimp,10/10/2015,
F11300,Beaver Street - Marine Gold - Thai Shrimp Farm Group 2 - Suneenad Farm,Thailand,farm,Shrimp,10/10/2015,
F11301,Beaver Street - Marine Gold - Thai Shrimp Farm Group 2 - Net-Non Farm 1,Thailand,farm,Shrimp,10/10/2015,
F11302,Beaver Street - Marine Gold - Thai Shrimp Farm Group 2 - Net-Non Farm 2,Thailand,farm,Shrimp,10/10/2015,
F11303,Beaver Street - Marine Gold - Thai Shrimp Farm Group 2 - Surin Farm,Thailand,farm,Shrimp,10/10/2015,
F11282,Beaver Street - Marine Gold - Thai Shrimp Farm Group 2 - Chaisak Farm 2,Thailand,farm,Shrimp,10/10/2015,
F10766B,Australis Mar S.A - Centro Moraleda,Chile,salmonfarm,Salmon,10/3/2015,
F11027L,Salmones Austral Farm Cluster - Err?°zuriz,Chile,salmonfarm,Salmon,9/23/2015,
F11027M,Salmones Austral Farm Cluster - Becerra,Chile,salmonfarm,Salmon,9/23/2015,
F11334,Thai Union Group PCL - TSM 8,Thailand,farm,Shrimp,9/27/2015,
F10708E,Thai Union Group PCL - Cluster 12 - TSM 9,United States,farm,Shrimp,11/12/2015,
F10708F,Thai Union Group PCL - Cluster 12 - TSM 19,Thailand,farm,Shrimp,11/12/2015,
F11344,ChenWenHuan Aquaculture Farm. DaBa reservoir. ZhongJian town.Tunchang county.: private owner,China,farm,Tilapia,10/11/2015,
F10193B,"Aquacorporacion Internacional, S.A. Cluster 1 - Finca Pelon",Costa Rica,farm,Tilapia,1/17/2016,
